ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-00006102,Willora Kindergarten,PR-00001412,Centre,75-77 Willora Crescent,CRANBOURNE,3977,0359951580,,willora@casey.vic.gov.au,32.0,Exceeding,-38.103248,145.259787,Casey City Council,Vic,Australia
SE-00006103,Clarendon Street Kindergarten,PR-00001412,Centre,43A Clarendon Street,CRANBOURNE,3977,0359963117,,clarendonstreet@casey.vic.gov.au,30.0,Exceeding,-38.104597,145.27611,Casey City Council,Vic,Australia
SE-00006104,Bowen Street Kindergarten,PR-00001412,Centre,20-22 Bowen Street,CRANBOURNE,3977,0359962851,,bowenstreet@casey.vic.gov.au,30.0,Meeting,-38.099546,145.286253,Casey City Council,Vic,Australia
SE-00011647,Carlisle Park Kindergarten,PR-00001412,Centre,2-20 Majestic Boulevard,CRANBOURNE,3977,0359917243,,carlislepark@casey.vic.gov.au,106.0,Exceeding,-38.0867416,145.2947738,Casey City Council,Vic,Australia
SE-00004400,Pebble Patch ELC,PR-40007227,Centre,975 Cranbourne - Frankston Rd,CRANBOURNE,3977,03 5996 1788,,info@pebblepatch.com.au,75.0,Meeting,-38.1095646,145.255305,MAYFIELD CHILDCARE LIMITED,Vic,Australia
SE-00004257,Aussie Kindies Early Learning Cranbourne,PR-40001112,Centre,1-3 Ferndown Drive,CRANBOURNE,3977,0359966255,0359965200,compliance@affinityeducation.com.au,120.0,Meeting,-38.1220902,145.2503677,Affinity Education Group Limited,Vic,Australia
SE-00004384,Early Learning Centre Hunt Club Cranbourne East,PR-40001112,Centre,55-57 Broad Oak Drive,CRANBOURNE,3977,0359953644,,compliance@affinityeducation.com.au,134.0,Meeting,-38.1057146,145.301117,Affinity Education Group Limited,Vic,Australia
SE-00006089,Caseys Child Care and Kindergarten,PR-40001112,Centre,270 Narre Warren - Cranbourne Road,CRANBOURNE,3977,0359969066,0359960911,compliance@affinityeducation.com.au,120.0,Meeting,-38.0950689,145.2934021,Affinity Education Group Limited,Vic,Australia
SE-00002942,Clarendon Street Community Child Care Centre,PR-00001427,Centre,43A Clarendon Street,CRANBOURNE,3977,03 5996 6258,,clarstcc@bigpond.net.au,36.0,Meeting,-38.104597,145.27611,Clarendon Street Child Care Centre Co-op Ltd,Vic,Australia
SE-00002950,Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cranbourne Drive,PR-00001445,Centre,30 Cranbourne Drive,CRANBOURNE,3977,03 5996 1415,03 5996 6390,cranbournedrive@bigpond.com,150.0,Meeting,-38.1085615,145.2761798,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00002953,Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cameron Street,PR-00001445,Centre,Cameron Street,CRANBOURNE,3977,03 5996 1415,03 5996 6390,sladendaycare@bigpond.com,72.0,Meeting,-38.1137751,145.2897416,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00002955,Cranbourne Day Care & Kindergarten Centre Pty Ltd - The Barn,PR-00001445,Centre,2 Cooper Court,CRANBOURNE,3977,03 5996 1415,03 5996 6390,coopercrtdaycare@bigpond.com,40.0,Meeting,-38.114398,145.28813,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00002957,Cranbourne Day Care & Kindergarten Centre Pty Ltd - Mundaring Drive,PR-00001445,Centre,18 Mundaring Drive,CRANBOURNE,3977,03 5996 1415,03 5995 2411,mundaringdaycare@bigpond.com,90.0,Meeting,-38.107265,145.28102,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00002961,Cranbourne Day Care & Kindergarten Centre Pty Ltd - Duff Street,PR-00001445,Centre,3 Duff Street,CRANBOURNE,3977,03 5996 1415,03 5996 6390,duffstdaycare@bigpond.com,50.0,Meeting,-38.101232,145.279553,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00004897,Cranbourne Day Care & Kindergarten Centre Pty Ltd - Schoolies Central,PR-00001445,Centre,125 Berwick-Cranbourne Road,CRANBOURNE,3977,03 5996 1415,,duffstdaycare@bigpond.com,49.0,Meeting,-38.1147855,145.3043221,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Vic,Australia
SE-00002952,Woodbine Road Preschool,PR-00002246,Centre,4 Woodbine Road,CRANBOURNE,3977,03 5996 9167,03 5995 7016,woodbine.rd.kin@kindergarten.vic.gov.au,56.0,Exceeding,-38.081383,145.279631,Woodbine Road Preschool Committee Inc.,Vic,Australia
SE-00004266,Mission Australia Early Learning Cranbourne East,PR-00004831,Centre,2-8 Brindalee Place,CRANBOURNE,3977,03 5995 5844,03 5995 5877,mooreb@missionaustralia.com.au,105.0,Meeting,-38.0967822,145.2940948,Mission Australia Early Learning,Vic,Australia
SE-00004415,Westernport Child Care Centre and Kindergarten Cranbourne,PR-00001915,Centre,142-144 Camms Road,CRANBOURNE,3977,03 5995 4970,,wpccccranbourne@bigpond.com,59.0,Meeting,-38.099033,145.288857,Westernport Child Care Centre Pty Ltd ATF The Giacco Family Trust,Vic,Australia
SE-40001839,Springhill Drive Early Learning & Kinder,PR-40000153,Centre,2 Aleppo Place,CRANBOURNE,3977,59914711,,director@springhilldriveelc.com.au,92.0,Meeting,-38.0856058,145.291389,Think Childcare Services Pty Ltd,Vic,Australia
SE-00004489,Bluebird Early Education Cranbourne,PR-40001547,Centre,78-80 Hoysted Avenue,CRANBOURNE,3977,0359914116,,notifications@oxanda.edu.au,50.0,Meeting,-38.0808359,145.2839822,Oxanda Child Care Pty Ltd as Trustee for Oxanda Child Care Trust,Vic,Australia
SE-00004864,Paisley Park Early Learning Centre Cranbourne,PR-40009520,Centre,24-26 Walter Street,CRANBOURNE,3977,1800724753,,info@paisleypark.com.au,65.0,Meeting,-38.1028645,145.2811235,Paisley Park Early Learning Centres (VIC) Pty Ltd ATF Paisley Park ELC (VIC) Unit Trust,Vic,Australia
SE-00004485,Kidz R Kidz Early Learning Centre,PR-00001308,Centre,30 Stirling Avenue,CRANBOURNE,3977,03 5991 4997,03 5991 4174,kidzrkidz@bigpond.com,47.0,Meeting,-38.0697191,145.26765,Kidz R Kidz Pty Ltd,Vic,Australia
SE-00004495,Shooting Stars Early Learning for Life,PR-40001018,Centre,8 Elizabeth Street,CRANBOURNE,3977,03 5995 7084,03 5995 7153,shootingstarscranbourne@gmail.com,44.0,Meeting,-38.07612,145.274383,The Trustee for the Holman Trust,Vic,Australia
SE-00004586,Carlisle Child Care Club,PR-00002558,Centre,15 Silky Oak Drive,CRANBOURNE,3977,0359913600,,Cranbourne.carlisle.ps@edumail.vic.gov.au,230.0,Exceeding,-38.0863831,145.2893711,Cranbourne-Carlisle Primary School,Vic,Australia
SE-00005904,Camp Australia - Cranbourne East Primary School OSHC,PR-00002539,Centre,2 Bowyer Avenue,CRANBOURNE,3977,1300105343,,opsadmin@campaustralia.com.au,95.0,Meeting,-38.106179,145.304478,Camp Australia Pty Limited,Vic,Australia
SE-00004914,Merinda Park Learning & Community Centre,PR-00002116,Centre,141-147 Endeavour Drive,CRANBOURNE,3977,5996 9056,5996 9434,ceo@merindapark.com.au,80.0,Not,-38.0767862,145.2686922,Merinda Park Community Centre Inc,Vic,Australia
SE-40012170,Team Holiday - Casey Stadium,PR-40002234,Centre,65 Berwick-Cranbourne Road,CRANBOURNE,3977,,,info@teamholiday.com.au,49.0,NA,-38.1129342,145.2963716,Team Holiday Pty Ltd ATF Team Holiday Trust,Vic,Australia
SE-40001963,Cranbourne Park PS TheirCare,PR-40011145,Centre,"Cranbourne Park Primary School, 1 Tucker St",CRANBOURNE,3977,0438227815,,cranbournepark@theircare.com.au,60.0,Not,-38.102869,145.277744,TheirCare Pty Ltd,Vic,Australia
SE-00006080,Station House Early Years Learning,PR-00003061,Centre,16-18 Station Street,CRANBOURNE,3977,03 5996 1889,03 5996 8099,admin@stationeyl.com.au,71.0,Exceeding,-38.100928,145.280929,MJEM Nominees Pty Ltd trustee for the currie family trust,Vic,Australia
SE-00011446,Cranbourne Christian Fellowship Centre Inc T/AS TurningPoint Family Church,PR-00006637,Centre,1785 South Gippsland Hwy,CRANBOURNE,3977,0359963048,0359964408,finaelia@turningpoint.asn.au,49.0,Not,-38.1382173,145.3071782,Cranbourne Christian Fellowship Centre Inc T/A TurningPoint Family Church,Vic,Australia
SE-40001364,Rangebank Primary School OSHC,PR-00003066,Centre,1 Lesdon Ave,CRANBOURNE,3977,0422376201,,rose@rangebankoshc.com.au,45.0,Meeting,-38.08714,145.277866,Tatoah Pty Ltd ATF Tatoah Property Trust,Vic,Australia
SE-40008821,CRANBOURNE ONE EARLY EDUCATION GROUP,PR-40002980,Centre,2-20 Elmslie Drive,CRANBOURNE,3977,,,richard@elcone.com.au,125.0,NA,-38.1194248,145.3056781,ELC ONE EARLY EDUCATION GROUP Pty Ltd,Vic,Australia
SE-40010074,Cranbourne Central Early Learning,PR-40003561,Centre,2-8 Bendigo Court,CRANBOURNE,3977,0387512120,,dee.f@fel.edu.au,103.0,NA,-38.0854658,145.2828409,FEL Child Care Centres 3 Pty Ltd,Vic,Australia
SE-40010443,Little Learning School Cranbourne,PR-40012436,Centre,1280 Thompsons Road,CRANBOURNE,3977,0296821811,,susan@littlelearningschool.com.au,100.0,NA,-38.0832596,145.2818208,LITTLE LEARNING SCHOOL CRANBOURNE PTY LTD,Vic,Australia
SE-00004517,Community Kids Shepparton Early Education Centre,PR-00000898,Centre,122 Graham Street,SHEPPARTON,3630,0358217511,,shepparton@communitykids.net.au,114.0,Meeting,-36.362717,145.415048,G8 Education Limited,Vic,Australia
SE-40008572,Save the Children Australia,PR-40000234,Centre,15a St Andrews Rd,SHEPPARTON,3630,0358230400,,andrew.holloway@savethechildren.org.au,30.0,NA,-36.3915496,145.4080665,The Trustee for SAVE THE CHILDREN AUSTRALIA TRUST,Vic,Australia
SE-00003684,Patricia Smith Kindergarten,PR-00001552,Centre,38 Packham Street,SHEPPARTON,3630,0358216672,,PatriciaSmith.Kindergarten@shepparton.vic.gov.au,55.0,Exceeding,-36.3616623,145.3937778,Greater Shepparton City Council,Vic,Australia
SE-00003687,Colliver Road Kindergarten,PR-00001552,Centre,Colliver Road,SHEPPARTON,3630,0358215779,0358311987,ColliverRoad.Kindergarten@shepparton.vic.gov.au,29.0,Meeting,-36.4016861,145.4012972,Greater Shepparton City Council,Vic,Australia
SE-00003688,Dolena Young Kindergarten,PR-00001552,Centre,135 Balaclava Road,SHEPPARTON,3630,0358213905,,DolenaYoung.Kindergarten@shepparton.vic.gov.au,29.0,Meeting,-36.366751,145.405951,Greater Shepparton City Council,Vic,Australia
SE-00003690,Nancy Vibert Occasional Child Care Centre,PR-00001552,Centre,18 Edward Street,SHEPPARTON,3630,03 5832 9560,,rebecca.polinelli@shepparton.vic.gov.au,56.0,Meeting,-36.378585,145.4031631,Greater Shepparton City Council,Vic,Australia
SE-00003691,Arthur Dickmann Childcare Centre,PR-00001552,Centre,104-106 Maude Street,SHEPPARTON,3630,0358213880,0358316263,jenni.gibson@shepparton.vic.gov.au,100.0,Exceeding,-36.376335,145.4015182,Greater Shepparton City Council,Vic,Australia
SE-00004203,Leslie Gribble Childrens Centre,PR-00001552,Centre,9-13 Westmorland Crescent,SHEPPARTON,3630,0358213980,,LeslieGribble.Kindergarten@shepparton.vic.gov.au,29.0,Meeting,-36.4020233,145.4105955,Greater Shepparton City Council,Vic,Australia
SE-00004951,Greater Shepparton Family Day Care,PR-00001552,Family,10-12 Parkside Drive,SHEPPARTON,3630,03 5822 1373,03 5831 6882,fdc@shepparton.vic.gov.au,,Exceeding,-36.3580057,145.3918285,Greater Shepparton City Council,Vic,Australia
SE-00011322,Arthur Mawson Childrens Centre,PR-00001552,Centre,120 St Georges Road,SHEPPARTON,3630,58215110,,ArthurMawson.Kindergarten@shepparton.vic.gov.au,30.0,Meeting,-36.3895761,145.4058951,Greater Shepparton City Council,Vic,Australia
SE-00003685,Gowrie Street Preschool and Occassional Care,PR-00001546,Centre,1- 19 Gowrie Street,SHEPPARTON,3630,03 5821 9185,,balaclava.rd.kin@kindergarten.vic.gov.au,75.0,Meeting,-36.3667913,145.3963456,Gowrie Street Primary School Council,Vic,Australia
SE-00003689,Florina Preschool & Day Care,PR-40002152,Centre,Cnr Hawdon St & Knight St,SHEPPARTON,3630,0358217805,,florina.cc@optusnet.com.au,82.0,Meeting,-37.7552795,145.0647709,Willowgum Early Learning Pty Ltd ATF D & T Avtarovski Family Trust,Vic,Australia
SE-00003692,Guthrie Street Child Care Centre,PR-00002214,Centre,52-56 Guthrie Street,SHEPPARTON,3630,03 5821 1711,03 5821 1711,guthriestchildcare@advisorypro.com.au,80.0,Meeting,-36.3985714,145.3901899,Kaja Holdings Pty Ltd,Vic,Australia
SE-00004444,Balaclava Road Child Care Centre,PR-00002214,Centre,205 Balaclava Road,SHEPPARTON,3630,03 5821 0396,03 5821 0453,balaclavardchildcare@advisorypro.com.au,63.0,Meeting,-36.367644,145.414771,Kaja Holdings Pty Ltd,Vic,Australia
SE-00004030,Knight Street Preschool & Child Care Centre,PR-00002019,Centre,164 Knight Street,SHEPPARTON,3630,03 5831 8911,03 5831 8912,info@kscc.net.au,60.0,Meeting,-36.3755808,145.4100585,Knight Street Preschool & Child Care Centre Pty Ltd,Vic,Australia
SE-00004112,St Mels Kindergarten,PR-00002225,Centre,202 Archer Street,SHEPPARTON,3630,03 5821 9982,03 5821 6202,shepparton.st.mels.kin@kindergarten.vic.gov.au,47.0,Meeting,-36.3931671,145.4105674,St Mel's Kindergarten Inc,Vic,Australia
SE-00005255,Stepping Stones St Lukes OSHC,PR-00005963,Centre,Goulburn Valley Highway,SHEPPARTON,3630,0364253499,0364253599,linda@sharingthecare.com.au,20.0,Meeting,-36.3733649,145.4009024,Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust,Vic,Australia
SE-00005257,Stepping Stones Bourchier St OSHC,PR-00005963,Centre,Bourchier Street,SHEPPARTON,3630,0364253499,0364253599,linda@sharingthecare.com.au,94.0,Meeting,-36.364917,145.4125753,Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust,Vic,Australia
SE-00004708,Goodstart Early Learning Shepparton - Bourchier Street,PR-00001129,Centre,49-51 Bourchier Street,SHEPPARTON,3630,03 5831 6465,03 5831 5878,kcq@goodstart.org.au,105.0,Not,-36.3634088,145.4131174,Goodstart Early Learning Ltd,Vic,Australia
SE-00004746,Goodstart Early Learning Shepparton - Archer Street,PR-00001129,Centre,132-134 Archer Street,SHEPPARTON,3630,03 5822 2830,,shs@goodstart.org.au,90.0,Meeting,-36.3891118,145.4111985,Goodstart Early Learning Ltd,Vic,Australia
SE-00004900,Guthrie Street Primary After School Care Program,PR-00002616,Centre,Guthrie Street,SHEPPARTON,3630,03 5821 1944,03 5821 3202,wilson.giovanna.g@edumail.vic.gov.au,80.0,Meeting,-36.3987781,145.3908966,Guthrie Street Primary After School Care Program,Vic,Australia
SE-00004949,North Shepparton Community & Learning Centre Vacation Care,PR-00001717,Centre,10-14 Parkside Drive,SHEPPARTON,3630,0358215770,0358315181,childcare@nsclc.com.au,76.0,Meeting,-36.3580563,145.3917617,North Shepparton Community & Learning Centre Inc,Vic,Australia
SE-00004952,St Georges Rd Combined Care,PR-00002641,Centre,120 St Georges Road,SHEPPARTON,3630,03 5821 3383,03 5822 2481,gravina.pasqua.p@edumail.vic.gov.au,40.0,Meeting,-36.3895761,145.4058951,St Georges Rd Primary School,Vic,Australia
SE-00005224,Kialla West Primary School OSHC,PR-00002709,Centre,7370 Goulburn Valley Highway,SHEPPARTON,3630,03 5823 1333,03 5823 2113,teague.wesley.g@edumail.vic.gov.au,45.0,Meeting,-36.3816777,145.3991242,Kialla West Primary School OSHC,Vic,Australia
SE-00011535,St Mels Outside School Hours Care,PR-00006715,Centre,35 Hamilton Street,SHEPPARTON,3630,0358213163,0358216202,oshc@smshepparton.catholic.edu.au,30.0,Exceeding,-36.3926739,145.4098199,St Mel's Outside School Hours Care,Vic,Australia
SE-40000260,Kids Mission Family Day Care,PR-40000168,Family,158 Welsford St,SHEPPARTON,3630,0358312395,,thonthon75@yahoo.com.au,,NA,-36.3814909,145.3974887,SUDANESE CORNER LEAD ASSOCIATION INC,Vic,Australia
SE-40007047,Wyndham Early Learning,PR-40008206,Centre,617 Wyndham Street,SHEPPARTON,3630,5822 2372,03 5822 2372,wyndhamearlylearning3630@gmail.com,120.0,Meeting,-36.398803,145.3960659,KJ & CJ Beer-Brewer Pty Ltd,Vic,Australia
SE-00004520,Bluebird Early Education Narre Warren,PR-00000898,Centre,58 Elida Crescent,NARRE WARREN SOUTH,3805,0387902888,,regulatorysupport@g8education.edu.au,114.0,Exceeding,-38.0547459,145.2985825,G8 Education Limited,Vic,Australia
SE-40009880,Nido Early School Narre Warren,PR-40000153,Centre,236-238 Narre Warren-Cranbourne Rd,NARRE WARREN SOUTH,3805,0385939435,,narrewarren@nidoearlyschool.com.au,102.0,NA,-38.0523472,145.301952,Think Childcare Services Pty Ltd,Vic,Australia
SE-00004790,Strathaird Primary School Outside School Hours Care,PR-00001946,Centre,20 Sherwood Road,NARRE WARREN SOUTH,3805,0400 645 145,,strathairdoshc@ymca.org.au,61.0,Meeting,-38.0621718,145.2860937,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00004628,Goodstart Early Learning Narre Warren - Pound Road South,PR-00001129,Centre,292 Pound Road,NARRE WARREN SOUTH,3805,03 8786 5255,,nwr@goodstart.org.au,90.0,Meeting,-38.0478192,145.2972867,Goodstart Early Learning Ltd,Vic,Australia
SE-40008903,3C Kidz Care - Waverley NWS,PR-00002577,Centre,20 College Dr,NARRE WARREN SOUTH,3805,0387903921,,3ckidzcare@caseycc.org.au,30.0,NA,-38.0492897,145.2997532,Casey City Church Inc,Vic,Australia
SE-00005459,Trinity OSHC,PR-00002783,Centre,103-129 Oakgrove Drive,NARRE WARREN SOUTH,3805,0419 414 565,98488156,rita@ylv.com.au,70.0,Meeting,-38.056204,145.298418,Youth Leadership Victoria Inc,Vic,Australia
SE-00006207,Happy Days Childcare,PR-00003104,Centre,4-12 The Avenue,NARRE WARREN SOUTH,3805,0397058266,0397058366,nw@happydayschildcare.com.au,70.0,Meeting,-38.057351,145.3151267,YMCA Aquatic Education Limited,Vic,Australia
SE-00013916,Hillsmeade Early Learning Centre,PR-00008055,Centre,The Promenade,NARRE WARREN SOUTH,3805,03 9704 6313,03 9704 7010,hillsmeade.ps@edumail.vic.gov.au,180.0,Meeting,-38.0639242,145.3085284,Hillsmeade Primary School Council,Vic,Australia
SE-00004574,Headstart Early Learning Centre Geelong,PR-00000898,Centre,53-57 Church Street,GEELONG WEST,3218,0352770204,,geelong@headstartelc.com.au,136.0,Meeting,-38.1321387,144.3459201,G8 Education Limited,Vic,Australia
SE-00003161,Geelong West Kindergarten,PR-00001534,Centre,46 O'Connell Street,GEELONG WEST,3218,0352215980,,geelong.west.kin@kindergarten.vic.gov.au,68.0,Meeting,-38.1391066,144.3507451,Geelong West Kindergarten Inc,Vic,Australia
SE-00011602,St Patricks PS (Geelong West) OSHC - Extend,PR-00002530,Centre,Petrel Street,GEELONG WEST,3218,1300105343,1300849438,enquiries@extend.com.au,50.0,Meeting,-38.1355311,144.346611,Extend (Australia) Pty Ltd,Vic,Australia
SE-00005976,Geelong West/Ashby Primary School After School Care Activities Program,PR-00003013,Centre,Lawton Avenue,GEELONG WEST,3218,0352231291,0352223652,ashby.ps@edumail.vic.gov.au,90.0,Not,-38.138742,144.3465498,Ashby Primary School,Vic,Australia
SE-40007814,Elements Child Care and Early Learning Centre Geelong West,PR-40001285,Centre,151 Church St,GEELONG WEST,3218,0352779744,,gw@elementschildcare.com.au,137.0,NA,-38.1308772,144.3385959,Elements Learning Pty Ltd,Vic,Australia
SE-00004591,Bluebird Early Education Golden Square,PR-00000898,Centre,92-94 Specimen Hill Road,GOLDEN SQUARE,3555,0354418955,,regulatorysupport@g8education.edu.au,63.0,Meeting,-36.7619527,144.2458785,G8 Education Limited,Vic,Australia
SE-00002697,Golden Square Kindergarten,PR-00001543,Centre,45 Panton Street,GOLDEN SQUARE,3555,03 5443 7668,03 5441 8852,golden.square.kin@kindergarten.vic.gov.au,45.0,Exceeding,-36.7741353,144.2591395,Golden Square Kindergarten Inc,Vic,Australia
SE-40004654,Camp Australia - Golden Square Primary School OSHC,PR-00002539,Centre,"19-31 Maple St, Golden Square Primary School",GOLDEN SQUARE,3555,1300105343,,opsadmin@campaustralia.com.au,80.0,Not,-36.7709581,144.2571027,Camp Australia Pty Limited,Vic,Australia
SE-00004704,Goodstart Early Learning Golden Square,PR-00001129,Centre,11 Symonds Street,GOLDEN SQUARE,3555,03 5447 0533,03 5447 7066,zcj@goodstart.org.au,135.0,Meeting,-36.7737255,144.2484358,Goodstart Early Learning Ltd,Vic,Australia
SE-00005694,Specimen Hill Primary Combined OSHC,PR-00002888,Centre,Inglewood Street,GOLDEN SQUARE,3555,03 5443 5353,03 5441 5494,specimen.hill.ps@edumail.vic.gov.au,30.0,Not,-36.7619648,144.2476807,Specimen Hill Primary School Council,Vic,Australia
SE-00004890,Pelican Early Learning Cairnlea,PR-00000898,Centre,282 - 288 Station Road,CAIRNLEA,3023,0383619388,,cairnlea@pelicanchildcare.com.au,100.0,Not,-37.7468608,144.7790154,G8 Education Limited,Vic,Australia
SE-00004239,Carmody Drive Kindergarten,PR-00002186,Centre,"Cairnlea Community Hub, Carmody Drive",CAIRNLEA,3023,03 9363 1762,03 9363 7211,deer.park.kin@kindergarten.vic.gov.au,54.0,Meeting,-37.7583838,144.7879447,Brimbank Preschool Association Inc,Vic,Australia
SE-00004279,Cairnlea Kindy and Child Care Centre,PR-00002316,Centre,Corner Wattlegrove Road and Carmody Drive,CAIRNLEA,3023,03 9363 6665,03 9363 6661,cairnleakindy@bigpond.com,130.0,Exceeding,-37.7591652,144.7883568,Super Duper Kids Pty Ltd ATF The TJH Family Trust,Vic,Australia
SE-00005050,Camp Australia - Cairnlea Park Primary School OSHC,PR-00002539,Centre,Carmody Drive,CAIRNLEA,3023,1300105343,,opsadmin@campaustralia.com.au,100.0,Not,-37.7604305,144.7881024,Camp Australia Pty Limited,Vic,Australia
SE-40000916,Pink Lotus Family Day Care P/L,PR-40000318,Family,14 Moorland Rd,CAIRNLEA,3023,0393646630,,pinklotusfdc@gmail.com,,Not,-37.748878,144.781259,PINK LOTUS FAMILY DAY CARE PTY LTD,Vic,Australia
SE-40001131,Shine Family Day Care Pty Ltd,PR-40000456,Family,"Suite 7A, Level 1, 100 Furlong Road",CAIRNLEA,3023,0393604642,03 9360 4642,admin@shinefdc.com,,Not,-37.7584833,144.7898288,Shine Family Day Care Pty Ltd,Vic,Australia
SE-00006091,St Albans Main Road East Early Learning Centre,PR-00000898,Centre,252 - 256 Main Road East,ST ALBANS,3021,0393109633,,mainroadeast@earlylearningservices.com.au,120.0,Exceeding,-37.7446763,144.8064037,G8 Education Limited,Vic,Australia
SE-00006092,St Albans Sweet Sounds Early Learning Centre,PR-00000898,Centre,27-29 Elizabeth Street,ST ALBANS,3021,03 9310 8955,,sweetsounds@earlylearningservices.com.au,94.0,Exceeding,-37.7425355,144.792237,G8 Education Limited,Vic,Australia
SE-00003764,Southwold Street Kindergarten,PR-00002186,Centre,14 A Southwold Street,ST ALBANS,3021,03 9366 1523,03 9367 7851,sunshine.park.estate.kin@kindergarten.vic.gov.au,60.0,Exceeding,-37.746961,144.810438,Brimbank Preschool Association Inc,Vic,Australia
SE-00003772,Willis Street Kindergarten,PR-00002186,Centre,10-12 Willis Street,ST ALBANS,3021,03 9366 8632,03 9366 8633,willis.st.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.752225,144.804301,Brimbank Preschool Association Inc,Vic,Australia
SE-00003774,Albanvale Community Kindergarten,PR-00002186,Centre,44 Diamond Avenue,ST ALBANS,3021,0393662376,0393660107,albanvale.community.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.7443309,144.773441,Brimbank Preschool Association Inc,Vic,Australia
SE-00003778,Epalock Crescent Kindergarten,PR-00002186,Centre,15 Epalock Crescent,ST ALBANS,3021,03 9367 1562,03 9366 3670,epalock.crescent.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.760897,144.8054328,Brimbank Preschool Association Inc,Vic,Australia
SE-40001056,Acacia Childrens Centre - St Albans,PR-00001300,Centre,159 Taylors Rd,ST ALBANS,3021,(03) 9356 9731,,accsta@acacia.org.au,68.0,Exceeding,-37.7284027,144.7980763,Acacia Indo-chinese Community Support Association Inc,Vic,Australia
SE-00003256,Stepping Stones Kindergarten & Childcare Centre,PR-00001818,Centre,32A Arthur Street,ST ALBANS,3021,03 9367 4827,03 9367 4847,sstones32@hotmail.com,34.0,Meeting,-37.735873,144.803469,St Albans Turkish Community Child Care Co-op Ltd,Vic,Australia
SE-00003265,Grace St Early Learning Centre,PR-40003433,Centre,24-26 Grace Street,ST ALBANS,3021,03 9364 5832,,management@gracestelc.com.au,91.0,Not,-37.7326863,144.8128224,Senabil Pty Ltd the trustee for ABDULHAI FAMILY TRUST,Vic,Australia
SE-00003979,Jindi Woraback Childrens Centre,PR-00002032,Centre,Willis Street,ST ALBANS,3021,03 9364 6855,03 9364 6899,jindi@internode.on.net,131.0,Exceeding,-37.7522538,144.8032879,Jindi Woraback Children's Centre Inc,Vic,Australia
SE-00004209,Little Babes Early Learning Centre,PR-00002067,Centre,42 Kings Road,ST ALBANS,3021,03 9362 1488,03 9362 1199,littlebabes@optusnet.com.au,60.0,Exceeding,-37.737927,144.780708,Little Babe's Pty Ltd,Vic,Australia
SE-00004490,Bella Bambini Pre-School and Daycare - St Albans,PR-00002519,Centre,7 Collins Street,ST ALBANS,3021,03 9356 4000,,jessgregan@hotmail.com,31.0,Meeting,-37.743482,144.801712,Bella Bambini Pre-School Pty Ltd as Trustee for the Bella Bambini Pre-school Trust,Vic,Australia
SE-00004526,Azaria Family Day Care Pty Ltd,PR-00002536,Family,9/32 East Esplanade,ST ALBANS,3021,03 9362 1996,03 9362 1236,azariafdc@gmail.com,,Meeting,-37.7412885,144.7987765,Azaria Family Day Care Pty Ltd,Vic,Australia
SE-40005992,St Albans Meadows PS OSHC - Extend,PR-00002530,Centre,2 Laurel St,ST ALBANS,3021,1300366437,1300849438,enquiries@extend.com.au,40.0,Meeting,-37.753647,144.818617,Extend (Australia) Pty Ltd,Vic,Australia
SE-00005112,Camp Australia - Holy Eucharist School OSHC,PR-00002539,Centre,1A Oleander Drive,ST ALBANS,3021,1300105343,03 8080 5982,oshc@campaustralia.com.au,60.0,Meeting,-37.756155,144.81246,Camp Australia Pty Limited,Vic,Australia
SE-40005197,Camp Australia - St Albans East Primary School OSHC,PR-00002539,Centre,"St Albans East Primary School, 7-17 Station Ave",ST ALBANS,3021,1300105343,,opsadmin@campaustralia.com.au,50.0,Not,-37.7425647,144.8110271,Camp Australia Pty Limited,Vic,Australia
SE-40007519,Camp Australia - University Park Primary School OSHC,PR-00002539,Centre,"University Park Primary School, Lister Street",ST ALBANS,3021,1300105343,,opsadmin@campaustralia.com.au,45.0,Meeting,-37.7548518,144.8030857,Camp Australia Pty Limited,Vic,Australia
SE-00004899,Sacred Heart School OSHC,PR-00002625,Centre,Winifred Street,ST ALBANS,3021,03 9366 0022,03 9367 9061,vicki@shstalbans.catholic.edu.au,45.0,Not,-37.7380877,144.7985473,Sacred Heart School OSHC,Vic,Australia
